Tweet,Sentimen
Bersalin jun. masa tu baru start vaksin utk ibu hamil. Sepanjang aku mengandung tu risiko nak kena covid ada je. Kalau kena covid aku tau dah aku kat mana. Sudahnya lps bersalin 37 hari baru dpt appointment. Tu pun company yg arrange. Tggu mysejahtera dari feb register tak ada.,Positif
"@rojakiro Vaksin adalah pilihan jarene, hadeh 😢",Netral
"Darah rendah tu boleh vaksin gak sihh, kok jadi ambruk gini😭😭😭",Netral
-dips! kalo telat vaksin dosis 2 di kariadi tetep dilayanin ga?,Negatif
Ya siapa suruh lo ikut tur vaksin di luar negeri,Netral
@AnnuarMusa Alhamdulillah..semoga warga KL terus menjaga SOP kita hingga 100% dewasa di vaksin..agar dapat menjalankan aktiviti harian dgn lebih yakin akn keselamatan kesihatan.Aamiin,Netral
"Delok o aku seng bar vaksin, lemes banget. Nganti rakuat mbukak ati.....

@OjoKulinoMekso 
@ultramenkosmos_ 
@kuduguyu_id 
@yowessory 
@maspikk_ 
@andrigunardiii",Negatif
"@gyeoulie_ apa ini yg dimaksud hipertensi jas putih? eh apa ya bbrp hari lalu baca. soalnya pas aku mau vaksin jg gitu. biasanya tensi ku sekitar 90-100, tp pas mau vaksin 120an",Negatif
"RT @OniMeniq74: Ini jg penting buat di lurusin ... 
Jujur bnyk beredar di masyarakat bahwa setelah di vaksin akibatnya inilah itulah karena…",Positif
"RT @keuangannews_id: Ganjil-Genap Seluler dan Kartu Vaksin Menjadi Syarat ke Masjid, Uighur II-kah? https://t.co/nIj0kPSsGS",Netral
"@ABSetyono @kemkominfo @PlateJohnny @korantempo @FirzaHusainID @Urrangawak @andinieffendi @denisiregar07 @selfmirror_ @Dennysiregar7 Vaksin Covid-19 disebut mengandung grafena oksida ; HOAKS !!! 

Sekali lagi , catat. 
HOAKS !! 

Baca info dari @kemkominfo 
@PlateJohnny",Netral
RT @Spy_Zone85: @ABSetyono @kemkominfo @PlateJohnny @korantempo @FirzaHusainID @Urrangawak @andinieffendi @denisiregar07 @selfmirror_ @Denn…,Netral
MRT Jakarta wajib menunjukan sertifikat vaksin covid-19. https://t.co/rZ5mm4VqgD,Netral
@zaxquezms sheesh patutla datang2 kena unbox vaksin,Netral
"POLSEK GONDANG  KAWAL DAN PENGAMANAN GIAT GERAI VAKSIN PRESISI MERDEKA DI HALAMAN DEPAN RUMAH KEPALA DESA  NGUJUNG

https://t.co/2Q8mJBdBQ9,gondang

Humas gondang https://t.co/fl42JMOkbY",Netral
"@raririanti89 @SuperMantabbb Silahkan kasih penjelasan, ternyata banyak yg nggak tahu efek vaksin @SPlandemic @AldoBabeh @Wedhus999 @SyairRevolusi @conspiracyb0t @Stava99428885 @Benk299120211 @arifbsantoso",Positif
RT @PT_Transjakarta: @AdrianJKT830 Pagi kak. Saat ini bagi Pelanggan ingin menggunakan layanan Transjakarta cukup menunjukan Sertifikat vak…,Netral
"Zuriana Abd Rani

1.7.2021 Vaksin Dos 1
22.7.202  Vaksin Dos 2

8.8.2021 (anggaran tarikh) DI ICU 
10.8.2021 Rakan nyatakan arwah di intubate 
11.8.2021 Meninggal dunia akibat Covid(dikatakan) 4 hari di ICU

https://t.co/mgA8LUGo1H https://t.co/A8nvvGjBrg",Negatif
hari ini aku mau vaksin 😱,Netral
"Happy weekend..❤ all.
Ayo Lakukan VAKSIN Demi diri sendiri Dan Org Yg Kamu CINTAI👌👏 pagi ku bhgia ku menyertaimu💕 https://t.co/0k5bSWKIMB",Positif
Kanit intel Polsek Ngronggot bersama 2 anggota memimpin pengawalan dan pengamanan pendistribusian vaksin dari Puskesmas Sukomoro menuju Puskesmas Ngronggot https://t.co/ZR8KVFql5y,Netral
Akhirnya mau di vaksin😄 https://t.co/pI3DuqzigW,Netral
RT @luvityfess: Selamat malam luvity! dari duta vaksin https://t.co/zbC8fBXT1g,Positif
"RT @RomitsuT: Untuk Jokowi, Anies Baswedan dan Luhut BP.
Sebelum menerapkan Kartu Vaksin sebagai syarat untuk Makan dan Belanja maka kang o…",Netral
"Vaksin Covid-19 disebut mengandung grafena oksida ; HOAKS !!! 

Sekali lagi , catat. 
HOAKS !! 

Baca info dari @kemkominfo 
@PlateJohnny https://t.co/Ma1xsyL2sQ",Netral
"RT @JapenSarawak: @JPenerangan RT @JPenerangan: Sebanyak 28.3 peratus atau 9,246,295 populasi negara ini telah lengkap dua dos suntikan vak…",Positif
Aku baru lepas vaksin. Time malam bdan dah start panas. Pastu mak cakap dia nak jaga ajak tido dgn dia. Aku ada jugak tersedar time dia rasa dahi. Sepanjang malam tu dia rasa je dahi aku. Dia kata dia risau tgok aku. Dia jga macam aku budak kecik. Skrg ok dah. Tq mak jaga kinah❤️,Positif
"@IrisEpoch @diru_saputra Harusny ..
Tp praktekny byk yg kyk gini
Klo g vaksin g d perpanjang kontrak kerjany
Cara halus mrk buat mecat karyawan tnpa pesangon ..
Mgkn g semua tp y gitulah ..
Gedeg ak",Negatif
"RT @shazwan_sazali: Me: “Puan, ibu puan dah vaksin ke?”
Pt’s daughter: “Oh, saya rasa tak payah kot doktor, dah tua-tua ni, kita bkn tahu v…",Positif
"Tak dapat brain bila antivaksin yang percaya vaksin ni agenda yahudi, tapi dia palsukan sijil. Itu kira menipu, perangai syaitan. So? Nak ikut agenda yahudi yang tak pasti tu ke atau terang2 perangai syaitan? https://t.co/XnymCWT4QK",Netral
gue hari ini vaksin di puskesmas kok di suruh pake pramuka kenapa? apa karena hari ini hari pramuka ?,Netral
RT @IsteriNajib: UMNO suka je ambik peluang. Bila kerajaan selarang tumbang dan UMNO memerintah masa tu semua rakyat dah lengkap vaksin. Lp…,Positif
dahlah ga jadi vaksin,Netral
"Hari ini vaksinnya dibatalin, kek yaa Allah, aku cari vaksin dimana lagi yaa",Netral
"RT @roses_man: Gini bro/sis...
Loe mau vaksin or not, bebas... tapi kl perusahaan maksa loe, ya mmg ujungnya: ikut vaksin atau resign...
1.…",Negatif
"@bertanyarl gak vaksin
nglecehin perempuan",Netral
RT @mncrgknskl: Amelia Wulandari (24 tahun) mahasiswi FH Universitas Syiah Kuala Banda Aceh diduga mengalami lumpuh karena dirinya terpaksa…,Positif
"RT @BO2129: *Inilah contoh Presiden yg hebat. Para Pejabat hebat, tidak akan mau menjadikan rakyatnya sebagai kelinci percobaan vaksin dari…",Positif
"@strrngrs Vaksin gak vaksin ya bakalan mati , tinggal tunggu waktu aja",Negatif
"Jelang peringatan HUT RI, Pemkot Kediri melalui Dinas Kesehatan menggelar vaksinasi dengan membagikan atribut kemerdekaan kepada para peserta vaksin.

https://t.co/3NX12EVZmB

@pemkot_kediri 

#berita #news #terkini #Jatim #VaksinasiCovid19",Netral
"@detikcom Saat vaksin pertama dan kedua, dapat sertifikat vaksin yang dicetak di kertas A4. Di scan deh untuk di HP. Beberapa hari kemudian, e-sertifikat muncul di aplikasi pedulilindungi, lalu didownload. Jadi, memang untuk apa dicetak. Hardcopy ada, di aplikasi ada, di Hp juga ada",Positif
"Hal ini terlihat dari partisipasi pelaku usaha dan asosiasi dalam penyelenggaraan vaksin banyak yang ikut serta, mulai dari Kadin, Aprindo, Hippindo dan asosiasi yang lain. #AirlanggaKerjaNyata
https://t.co/y4Z1zP1HYx",Positif
"""Yang dimaksud dalam partisipasi ini bukan hanya dalam hal peserta vaksin tetapi juga penyelenggara vaksin. Dunia usaha khususnya sangat supportif pada pemerintah dalam menyelenggarakan vaksin di berbagai daerah,"" jelas Jerry Sambuaga. #AirlanggaKerjaNyata
https://t.co/y4Z1zP1HYx",Positif
"Program vaksinasi juga menjadi sorotan Balitbang. Menurut Ketua Balitbang, vaksinasi yang terjadi sekarang sudah menunjukkan trend partisipatif yang baik. #AirlanggaKerjaNyata
https://t.co/ZesAN18I8g",Positif
"Demikian juga dalam menangani permintaan oksigen dan obat-obatan, pemerintah beserta stake holder terkait bisa segera beradaptasi. #AirlanggaKerjaNyata
https://t.co/ZesAN18I8g",Netral
"Dalam hal penyediaan sarana kesehatan, pemerintah bergerak cepat dengan membuka fasilitas-fasilitas sementara. #AirlanggaKerjaNyata
https://t.co/ZesAN18I8g",Positif
Takut sama efek samping vaksin? Padahal efek samping maen hp dan sosial media lebih serem,Negatif
@sadnessndi wah met vaksin bebb,Netral
"TNI AU. Lanud Pattimura kembali mengadakan serbuan vaksinasi dengan mendatangi masyarakat Negeri Lilibooi, Kec. Leihitu Barat, Kab. Maluku Tengah. Bertempat di Kantor Negeri Lilibooi. Pelaksanaan vaksin dipadati oleh masyarakat sejak pagi https://t.co/xBrke3SpG9",Netral
"RT @FaheemYounus: Jika Anda hanya menerima dosis pertama vaksin COVID, anggap diri Anda TIDAK divaksinasi

Anda BISA terinfeksi. Tetap paka…",Positif
"Yuk cari tau apa saja yang di lakukan sebelum dan sesudah vaksin Covid 19.

Selalu ikuti protokol kesehatan demi mencegah penyebaran Covid 19.

@rasirosakorlantas
@roadsafety_policing
@irsmm.id
@dikmaslantaspolri
@humaspolresgianyar
@humaspolda_bali
@ditlantas.poldabali https://t.co/yNMUtKpGEY",Netral
RT @kompascom: Kementerian Kesehatan telah mengalokasikan 5.102.300 dosis vaksin Moderna untuk vaksinasi Covid-19 di 34 provinsi. Untuk sia…,Netral
"@liputan6dotcom itu bukan termakan sama hoaks ,orang itu sdh yakin kalau di vaksin jadi mati itu namanya bunuh diri .",Positif
"Ayo dukung vaksinasi pelajar dan anak. 

Vaksin Tuntaskan Pandemi https://t.co/wGCfz7zP0i",Positif
@yoitsmefunny Anda disarankan untuk mendaftar ulang vaksinasi kedua melalui Aplikasi JAKI atau situs https://t.co/FjQoNbGyec dengan memilih tanggal hingga H+3 dari jadwal yang telah ditentukan di kartu vaksin Anda. (1/2),Netral
"Manfaat vaksinasi pelajar dan anak. 

Vaksin Tuntaskan Pandemi https://t.co/4MYWdsI72L",Positif
"RT @DrAdhamBaba: Jumlah pemberian vaksin COVID-19 pada 12 Ogos 2021 ialah 525,342 dos.

Dos 1 : 197,962
Dos 2 : 327,380

Sila daftar di MyS…",Netral
Menurut Gubernur Khofifah sendiri kesuksesan vaksinasi di Jawa Timur bergantung dari kelancaran dosis vaksin Covid-19.,Positif
"Ada beberapa nomor dengan ikon foto rahasia yang memancing saya dengan beberapa pertanyaan setelah saya mempublikasikan kartu vaksin ku di WhatsApp..

Menakutkan 😱

Makanya saya suka Twitter karena sepertinya belum ada orang yang benar-benar mengenalku",Negatif
"RT @thefaizzainal: Palataologist bila bercakap soal teknologi 5G, kaitannya dengan vaksin dan konspirasi. https://t.co/p2AGzKRaEo",Netral
@MyLordPv @hendrasuwandi18 @bluegrey118 @yusufgunawan Berarti untuk vaksin ke 2 ini dilakukan di graha cakrawala lagi ya mas? Bukan di rampal?,Netral
@EajFirst Pengalamanku waktu vaksin pertama gitu emang Kak efeknya. Banyakin minum air putih+makan teratur aja Kak. Kalo demam minum paracetamol.,Positif
@elevatorletters Yeay! 🥳 Dapet vaksin apaa?,Netral
"RT @__Sridiana_3va: Awalnya saya marah krn nakes disuruh vaksin lebih dulu
Saya merasa nakes spt jadi kelinci percobaan

Ngebayangin vaksin…",Negatif
Akhirnya vaksin jg hari ini shshsh,Netral
"RT @CommuterLine: #RekanCommuters Berikut jadwal vaksinasi di Stasiun KRL Sabtu, 14 Agustus 2021, bagi pengguna KRL yang ingin melakukan va…",Netral
"RT @TiadaCarut: @lilyxxamirah Seriously, ada family member aku yg degil ketegaq. Soh amek vaksin, taknak, walhal ada je slot kosong bole wa…",Negatif
"@kochengfess 1 kucing 1 buku nder. Kucingku ada 3 vaksin barengan, bukunya juga dapet 3",Netral
@SuperMantabbb @diru_saputra Sbnrnya apa yg bikin mereka gk mau di vaksin?? Bukannya vaksin melindungi org2 yg gk bisa vaksin? Bknnya pmrinth begini biar Indonesia cpet pulih? Plis ksih pencerahan nya biar saya ngerti..,Netral
Tindakan lelaki antivaksin meminta bantuan sukaralewan di pusat PPV untuk mengeluarkan sijil pengesahan di vaksin mendapat kecaman orang ramai. https://t.co/qIyb3zDnTW,Negatif
@PELERJALANANINi enak ya udh dipanggil utk vaksin,Netral
"RT @mas_prasetiyo: ""Vaksin covid mencengah keparahan dan mortalitas jika terinfeksi""

Faktanya 👇
Public Health England (PHE) : 65% rawat in…",Netral
"@andika_hn @Aryntaaaa @KemenkesRI Ya saya berbagi pengalaman saja, kan vaksin ke 3 untuk nakes, bukan untuk umum.",Netral
"RT @keuangannews_id: Vaksin Covid, Jokowi Harus Bertanggungjawab https://t.co/1EpPAzlLGa",Positif
"RT @detikcom: ""Sesuai dengan imbauan pemerintah pusat, masyarakat tidak usah mencetak kartu vaksin, karena data sudah ada di masing-masing…",Netral
RT @IqmaDaniel2702: Jgn dengar teori bangang anti vaksin. Pergilah ambil vaksin lengkapkan dua dos. Perangi golongan anti vaksin. https://t…,Positif
"Yg hari ini vaksin di kantor RW, semoga setelah vaksin makin sehat.",Positif
"UDH VAKSIN DUA KALI ANJ, KNP MUSTI PCR LAGI DUH😤😭",Netral
Pasutri Penemu Vaksin Pfizer Siapkan Vaksin Baru Lawan Varian Delta https://t.co/OHn9XYgpKL,Positif
"@zeelau_ Sakit ka kodong abis vaksin ke 3 , ini sj tdk prg ka dinas 🤦‍♀️
Barupi enak2 ku rasa ini",Netral
"kirain setelah daftar di #pedulilindungi itu nanti kita langsung dpt jadwal vaksin ada dimana saja. 

kalau ada lokasi terdekat otomatis dapat undangan. dapat no urut. tinggal datang sesuai jam. 

lak enak sih gak ada kerumunan",Positif
"walah... 

kok jauh-jauh mau bikin silicon valley
bikin proses #vaksinasi terpusat dulu aja lah... atau paling tidak terpusat tiap kota

masa iya info #vaksin dapatnya dari WAG ke WAG
proses pendaftaran tiap lokasi beda2. ada yg via gform/wa cs, yang parah harus datang dulu. 😅",Negatif
Pasutri Penemu Vaksin Pfizer Siapkan Vaksin Baru Lawan Varian Delta https://t.co/M4rq3I6CbI,Positif
"@syhdyt vaksin itu menganduny minyak babi, haram hukumnya",Negatif
"Bapak sok-sok an bilang kalau vaksin moderna gak sakit sama sekali, pffft sekarang dia malah k.o panas. Ngeremehin sih",Netral
"RT @geloraco: Arab Saudi tak Akui Vaksin Sinovac untuk Umrah, Ketua MPR Desak Pemerintah Lakukan Lobi
https://t.co/RV59iBq9yi",Netral
"Vaksin pelajar sehatkan anak bangsa

Vaksin Tuntaskan Pandemi https://t.co/W1ES3W3jR9",Positif
"Upaya pembentukan herd immunity

Vaksin Tuntaskan Pandemi https://t.co/ZsUYE55Bs6",Positif
"RT @MKNTerengganu: Senarai Pusat Pemberian Vaksin (PPV) Awam bagi warga emas 60 tahun ke atas dan OKU di negeri Terengganu.

Sumber:JKNT ht…",Netral
"@sy_nee Soalnya pas abis vaksin kemaren lakik gw demam,  guanya sih engga.  Terus dia nyeri sama pusing gitu kan aku beliin paracetamol sama analgesik.  Terus sama sehari 1 kali konsumsi vit itu,  buat imboost,  jadi hapal 😂",Netral
"Mari dukung vaksinasi bagi pelajar

Vaksin Tuntaskan Pandemi https://t.co/Nbqmj1kUHy",Positif
"Vaksinasi pelajar dan anak aman dan halal

Vaksin Tuntaskan Pandemi https://t.co/Mtpkeh2dMq",Positif
Kesian tengok ayah aku. Kerja 7 hari seminggu wey. Umur dah 57. Harini kena cover dkt KK Bachok pulak tak cukup orang untuk cucuk vaksin. Esok tah dkt klinik mana pulak.,Positif
@aRdy_NET Saya vaksin agar bisa kemana2..ibaratnya itu sim..😁😁,Netral
Dari abis shubuh nunggu d puskesmas buat dapet no.antrian vaksin. Arep vaksin pertama wae nunggune suwe tenan lur https://t.co/yZVZfE8hHE,Positif
"Ayo dukung vaksinasi pelajar dan anak. 

Vaksin Tuntaskan Pandemi https://t.co/yDHNUxXrEU",Positif
RT @nurullnzri: Please pergi vaksin if sesiapa yg masih belum vaksin. Sekarang kes sangat tinggi😭 kurangkan keluar rumah okie. I positif co…,Positif
"Manfaat vaksinasi pelajar dan anak. 

Vaksin Tuntaskan Pandemi https://t.co/QF6BcRBaR2",Positif
"@Jeonngha @clarishha Vaksin: ""aing lagi yang disalahin""",Netral
"mau vaksin ke 2, katanya seh banyak Yg ngomong ini lebih kemeng dari vaksin ke 1 😳",Positif
@kompascom Kena angin syurga sama sales vaksin...😄,Positif
"RT @upil_jaran67: Yg blm vaksin, nih bs dicoba ya. https://t.co/74kkRdUvBL",Netral
Post vaksin moderna : Sekarang udah mulai ngilu2 tapi masih bisa di tahan kok 💪🤭,Positif
gue mau vaksin tapi lagi gaenak badan gimana ya,Netral
"RT @Thiban_ben: @Khairykj @DGHisham @JKJAVMY Hello Mr 🐍 lintang pukang, kejap boleh kejap tak boleh. Vaksinasi untuk ibu hamil pun belum se…",Positif
RT @LeAlterEgo: Sistem vaksin kat Persada fuckup! Apa benda menyusahkan orang tua beratur panjang lama-lama @JKJAVMY . Kalau macam tu baik…,Positif
"RT @behindcovid19: Cukup mengejutkan,
Ternyata Pfizer tidak mewajibkan vaksin ke karyawannya sendiri.

Sudah paham sampai disini?

https://…",Positif
@ruibyjane #. Vaksin yang kedua.,Netral
"@Fanda_A @sehatsurabayaku @e100ss @BanggaSurabaya @dinsoskotasby @satpolppsby @Commandsurabaya @SapawargaSby @dinkesjatim @BPBLinmas_sby Coba saja mungkin bisa, sy vaksin pertama di puskesmas, sy dr luar kota, coba pakai surat domisili",Positif
@AdrianJKT830 Pagi kak. Saat ini bagi Pelanggan ingin menggunakan layanan Transjakarta cukup menunjukan Sertifikat vaksin (baik berupa print out ataupun melalui aplikasi pedulilindungi pada ponsel). Terima kasih ^TH,Netral
"Hal ini terlihat dari partisipasi pelaku usaha dan asosiasi dalam penyelenggaraan vaksin banyak yang ikut serta, mulai dari Kadin, Aprindo, Hippindo dan asosiasi yang lain. #AirlanggaKerjaNyata
https://t.co/CyU7JpGlQT",Positif
"""Yang dimaksud dalam partisipasi ini bukan hanya dalam hal peserta vaksin tetapi juga penyelenggara vaksin. Dunia usaha khususnya sangat supportif pada pemerintah dalam menyelenggarakan vaksin di berbagai daerah,"" jelas Jerry Sambuaga. #AirlanggaKerjaNyata
https://t.co/CyU7JpGlQT",Positif
Efek dari vaksin cuma pegel. Tapi efek panas-panasan waktu antri bikin meriang semalaman 😉😰😌,Netral
"Program vaksinasi juga menjadi sorotan Balitbang. Menurut Ketua Balitbang, vaksinasi yang terjadi sekarang sudah menunjukkan trend partisipatif yang baik. #AirlanggaKerjaNyata
https://t.co/XbXHYJAcsu",Positif
"Demikian juga dalam menangani permintaan oksigen dan obat-obatan, pemerintah beserta stake holder terkait bisa segera beradaptasi. #AirlanggaKerjaNyata
https://t.co/XbXHYJAcsu",Netral
aku lagi antri vaksin 😅😅,Netral
"Dalam hal penyediaan sarana kesehatan, pemerintah bergerak cepat dengan membuka fasilitas-fasilitas sementara. #AirlanggaKerjaNyata
https://t.co/XbXHYJAcsu",Positif
Efek vaksin moderna mantep banget dah.,Positif
@frhananinoordin @KhairaniZkhairi Pi ja cepat2 takpaaa la ni tak kisah dah brapa weeks pun asalkan vaksin.. mu tak mabuk2 ka nana? Haha,Positif
"Semalam dikabarin klo mau vaksin bisa tp pake yg moderna. Knp moderna, krna di faskes daerah ku sinovac cma tinggal yg dosis 2. Yg Astrazeneca gada. Trs tnya2 ttg efek stlah divaksin moderna dan djelasin klo efeknya bakal lbh dari sinovac. agak kebwa pikiran, tp Insya Allah gasss",Positif
RT @dee_blackangel: Pengen lihat deh Lord Luhut Minggu mau ibadah ke Gereja terus ditolak krn gada kartu vaksin. Adakah dia kecewa? https:/…,Negatif
"Tanpa mengurangi rasa hormat. Tiap hari liat berita isinya vaksin &amp; C19, imbas dari pandemi, vaksin habis, pembatasan akses kalau belum vaksin dan berita serupa. Berita2 serupa jujur aja bikin anxiety up dan bikin panic attack.",Negatif
@llulamoon aku blm vaksin samsek....,Netral
"@tubirfess iya anjir pas vaksin w ketemu ibu ibu katanya abis vaksin mau netralin vaksinnya, jd cuma mau dapet sertifikatnya aja. sedih bgt",Netral
"RT @Bambang77197468: @LiaIsti6 @ObasuGy 💐 
Industri Farmasi blm dan tdk akan membuat obat/ vaksin virus ngeyel. Sepertihalnya ibu Susi pd p…",Netral
"@detikcom Masuk mall cuma jalan2, muter2 lihat barang dagangan, tanpa beli apa2. Habis itu keluar mall dan beli es teh di warung.
Pertanyaannya...kenapa marah2 kalo syarat masuk mall harus pake kartu vaksin? 😁😁",Negatif
"@lleedhyck Nanti tutup mata/malingin muka aja
Ga terlalu sakit kok, trs jg sebentar bgt
Jd gausah terlalu khawatir, tenang aja
Kl ga tenang malah tekanan darahnya bisa tinggi nanti malah gabisa vaksin kan sayang",Negatif
"RT @bernamadotcom: Lebih 26 juta dos vaksin #COVID19 diberikan setakat Khamis - @DrAdhamBaba  

https://t.co/FVlEGEUtn0 

#vaksinasiCOVID19…",Positif
RT @airman673: Mudah2an tdk terjadi bahwa semua pengguna handphone maupun pemilik email wajib punya bukti sertifikat vaksin. jika itu benar…,Positif
"@jogmfs Keduanya bisa utk 12th keatas. 
Ga usah pilih2. Banyak yg mau vaksin tp ga dapet",Netral
"RT @umiazizah60: Jadwal vaksin Covid 19 besok Sabtu, 14 Agustus 2021 https://t.co/fktmAMLDEr",Netral
"RT @KemenkesRI: #RilisSehat

Kemenkes Tegaskan Vaksin Moderna Hanya untuk Booster Nakes dan Publik yang Belum Pernah Menerima Vaksin COVID-…",Netral
